id,publisher,title,link,publish_details,read_time,content
179,mint,Kotak's journey towards excellence:10 points that Uday Kotak said; check here,https://www.livemint.com/companies/people/kotaks-journey-towards-excellence-10-points-mr-uday-kotak-said-in-kotak-mahindra-annual-report-as-he-step-down-soon-11689420100256.html,15 Jul 2023,,"Uday Kotak acknowledges the significance of attracting external talent to complement its internal team and achieve best-in-class performance. The recent additions of experienced professionals in key positions reflect the company's commitment to transformative changes. Furthermore, Kotak aims to grow its internal talent pool, ensuring readiness for the future.

Here are some of the points Kotak highlighted in his last annual letter:

In the last one year alone, we have onboarded a new CTO, a Chief of Customer Experience, a Head of Brand, Product and Marketing and a Chief of Retail and Commercial Risk to drive potentially transformative changes in each of these areas. At the same time we will grow internal talent, which is future ready.

I would like us to pursue the Indian dream of a USD 30 trillion economy and unshackle the financial sector in a nuanced manner towards optimum regulation. The Finance Minister has identified the issues in her 2023 Budget speech Para- 99 that seeks to bring feasible public consultation into the process of regulation making and Para-100 that targets a comprehensive review of existing regulations to ease and cut down the cost of compliance. I look forward to seeing progress on that.

Moving to the big picture. Geo-politics dominates the world economics and India has indeed played its cards well. From oil diplomacy which has given India access to cheaper oil to a strategic positioning among the US, Russia and China, India has pivoted herself to be a key player for Europe, the Middle East, Japan and Australia as well.

Indian economy in a sweet spot, good time for bold thinking: Indian macro is in good shape. So is the micro. At this stage, a virtuous cycle for India is on the cards. Our financial sector is in its Goldilocks period. Clock striking midnight seems far away for Cinderella. Hence, this is the time to ask ourselves the tough questions. What are we doing for a USD 30 trillion economy by 2047 when India completes 100 years of Independence? Our financial sector needs significant capacity building for this aspiration.

I feel the financial sector players risk becoming more robotic, curbing the entrepreneurial flair since the fear of making a mistake overrides the joy of creation and development. While we need ‘Arjuna’s eye’ on risk management, we must prevent bureaucratisation of financial services.

The optimism is well reflected in our full-year numbers too, especially in our growth in profits, margins and asset quality standards. In FY 2022-23, our Net Profit at the consolidated level witnessed a 23% YoY growth to ₹ 14,925 crore. The Return on Assets (ROA) at the consolidated level was 2.62% for FY 2022-23 (2.36% for FY 2021-22). Our Bank Standalone Net Interest Margin (NIM) stood at 5.33% (up 72 bps against FY 2021-22) and our Net Profit witnessed a 28% YoY growth to ₹ 10,939 crore.

Reflecting our conviction and commitment to growth, we grew our Net Advances in the year by 18% YoY of which our unsecured retail advances book (including retail microfinance) forms 10% of Net Advances as on 31st March, 2023. Our CASA stood at 52.8%, Capital Adequacy Ratio (CAR) at 21.8% with CET1 at 20.6%.

As on 31st March, 2023, the total Assets Under Management (AUM) for Kotak Group was more than ₹ 4,20,800 crore with our alternate assets book showing a growth of about 125% YoY at ₹ 46,077 crore (Include undrawn commitments, wherever applicable).

We were at the right place at the right time. We are a quintessential product of the India growth story and the financial sector evolution. We have created value for stakeholders and now provide ~100,000 direct jobs and a multiple of that in indirect jobs. An investor who invested ₹ 10,000 with us in 1985 would be worth ~ ₹ 300 crore today. Most importantly, we have built an institution, on the basic tenets of trust and transparency.

Going forward, I see my role as a non-executive board governance member and a strategic shareholder with a long term perspective of nurturing a world class institution. It is unusual in today’s world of banking anywhere to have an individual with ~26% skin in the game with disproportionate family assets in one stock, emotionally attached to living his dream of making India proud.

I end with my favourite quote from George Bernard Shaw: “The reasonable man adapts himself to the world; the unreasonable one persists in trying to adapt the world to himself. Therefore all progress depends on the unreasonable man.""

In conclusion he said, in order to build a sustainable institution for the future, Kotak recognizes the importance of product excellence, customer obsession, and trust. The company has already embarked on a mindset shift, moving from the physical to the ""phygital"" world, and now leaping towards a ""digical"" approach. This journey involves living with conflicting emotions of paranoia and excitement, as they navigate the ever-evolving landscape of technology and artificial intelligence.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
180,mint,India's wholesale inflation declines to 4.12% in June,https://www.livemint.com/economy/indias-wholesale-inflation-declines-to-4-12-in-june-11689318467909.html,14 Jul 2023,,"New Delhi: Easing prices of energy-related items, textiles and certain food products helped India's wholesale price index-based inflation decline for the third month in a row in June to 4.12% compared with 3.48% in May, data released by the commerce and industry ministry showed on Friday.

The WPI-based inflation stood at 16.23% in June 2022.

Fuel and power inflation witnessed a sharp decline at 12.63%, compared with 9.17% in the previous month. Manufactured products inf stood at 2.71% in June, slightly higher than 2.97% recorded in May. Food inflation was at 1.24% in June against 1.59 % in the previous month.

""The decline in the rate of inflation in June, 2023 is primarily due to a fall in prices of mineral oils, food products, basic metals, crude petroleum & natural gas and textiles,"" the official statement said.

Interestingly, retail inflation during June rose to a higher-than-expected 4.81%, driven by rising food and vegetable prices.

While the inflation number has remained within the central bank’s upper tolerance band of 6%, it is still above the 4% medium-term target.

Earlier this month, the Reserve Bank of India (RBI) had left the repo rate unchanged at 6.50% for the second consecutive monetary policy amid easing inflation headline inflation.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
181,mint,7 Key highlights of the 50th GST Council meet | Mint Primer | Mint,https://www.livemint.com/videos/7-key-highlights-of-the-50th-gst-council-meet-mint-primer-mint-11689232697866.html,13 Jul 2023,,"7 Key highlights of the 50th GST Council meet | Mint Primer | Mint

Updated: 13 Jul 2023, 12:49 PM IST

The 50th GST Council meeting brought significant c... moreThe 50th GST Council meeting brought significant changes, including tax exemptions on cancer drugs and rare disease medicines. The GST rate was reduced to 5% for snack palettes, fish soluble paste, LD slag, and imitation zari thread. However, online gaming faced a setback with a 28% GST rate imposed. The meeting also addressed concerns about ED interference in GSTN. This video explores the key highlights of the meeting, showcasing the latest updates and their implications on various sectors of the Indian economy."
182,mint,"Retail inflation for June surges to 4.81%, economists expect it to rise further",https://www.livemint.com/economy/indias-retail-inflation-for-june-surges-to-4-81-economists-expect-it-to-rise-further-check-details-11689170377429.html,12 Jul 2023,,"India's retail inflation for June 2023 rose to 4.81 percent for, the first time in five months, which may erase a chance of a rate cut by the Reserve Bank this year.

Looking at the data, the retail inflation was higher than both the revised 4.31 percent for the previous month and the 4.58 percent expected in a Reuters poll of 55 economists.

Apart from the retail inflation, the food inflation also surged to 4.49 percent against a revised 2.96 percent in May.

ALSO READ: CPI inflation rises higher-than-estimates to 4.81% in June 2023; food inflation jumps to 4.49%

Citing the reason for the rise in inflation, experts say erratic and incessant rainfall in northern India may have pushed vegetable prices higher and it is most likely to rise further in coming months.

ICRA's economist Aditi Nayar said, as quoted by Reuters, ""A less supportive base and the onset of the spike in vegetable prices pushed up the CPI inflation to a higher than anticipated 4.8%.""

Prices of vegetables will remain high in July and may push retail inflation to an ""uncomfortable 5.3%-5.5%"" this month, Nayar added.

Earlier, reports arrive that fast food chain McDonald's dropped tomatoes from its burgers and wraps in many areas of India citing its rising prices.

On the other side, Emkay Global Financial Services' lead economist Madhavi Arora opined that the sharp sequential uptick in food-led Inflation could spill over till August.

She said to Mint, “The sharp sequential uptick in food-led Inflation could spill over till August, implying pressure on headline print will stay. There isn't much RBI can do in the food supply management but this adds pressure on them to stay vigilant on domestic dynamics. Global externalities have already pressed them to signal wait-and-watch guidance and the transient food spike will only complicate their reaction function.""

Similar views were expressed by Knight Frank India's Director of Research Vivek Rathi. He said, ""Consumer inflation in June 2023 increased primarily due to food components of cereals, milk items, and spices, while inflationary pressures from fuel have largely moderated. In the coming months, an increase in certain food products, particularly vegetables, and fruits, is expected to contribute to inflationary pressures. However, the stability of the rupee and firm import inflation, along with wholesale prices should help balance consumer price growth. The overall low inflation level supports the argument for maintaining key policy rates in the upcoming RBI policy meeting.""

Meanwhile, the core inflation remained below 6 percent for a fourth consecutive month. Economists estimate core inflation was between 5.1 percent and 5.4 percent in June, compared with 5.02 percent in May.

In June, the RBI kept its rates on hold for the second straight meeting, saying it would focus on anchoring inflation close to 4 percent, the mid-point of its 2%-6% target range.

Expressing concern over the CPI data, Ladderup Wealth Management's MD Raghvendra Nath said, ""In June, India experienced a surge in retail inflation, with the CPI rising to 4.81%, breaking a four-month trend of decline following May's rate of 4.31%. The primary driver behind this inflationary spike can be attributed to an increase in food prices. Notably, the provisional figure of 4.88% exceeded the market expectation of 4.60% as per the Bloomberg Survey.""

""Although the inflation rate remains below the upper threshold of the Reserve Bank of India's (RBI) target of 6%, the upward trend raises cautionary flags regarding the potential impact of the monsoon season and El-Nino, as well as its implications for the timing and anticipation of interest rate cuts by the central bank,"" he added.

With agency inputs.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
183,mint,Global recession fears: What sets India's economy apart from the rest?,https://www.livemint.com/market/mark-to-market/global-recession-fears-what-sets-indias-economy-apart-from-the-rest-11689143886859.html,12 Jul 2023,,"Indian equities have been upbeat as foreign institutional investors have remained net buyers of local shares since March. The Indian economy seems relatively better placed than peers amid fears of a global recession and more interest rate hikes by central banks of developed economies.

A series of high-frequency indicators, such as manufacturing data, capex from state and central governments, and tax receipts, both direct and indirect, have seen an uptick recently. These all bolster the health and promise of India's economic landscape, but what makes it outperform other Asian markets?

“We believe there is a key driver at the heart of this exuberance - lower commodity prices. Oil alone has an impressive sensitivity to growth,"" said economists at HSBC Global Research in a recent report. “We find that for every USD10/barrel fall in oil prices, gross domestic product (GDP) growth rises by 0.2ppt. Oil prices averaged cUSD100/b in FY23. If it remains at the current level of cUSD75/b, that would imply a $25/b fall in prices, leading to a 0.5ppt increase in growth,"" added the report.

And that’s not all. According to Gaura Sen Gupta, economist at IDFC First Bank, India’s current account deficit (CAD) is likely to narrow as crude oil prices remain subdued in FY24. She has forecast FY24 CAD to fall to 1.8% of GDP from 2.0% in FY23.

As India is a net importer of crude oil, diminished prices will also cause microeconomic ripples, potentially improving corporate margins. Analysts from Motilal Oswal Financial Services Ltd anticipate the Ebitda margin for companies under their coverage (excluding Oil & Gas and Financials) to swell 80 basis points year-on-year to 19.1%. Similarly, Ebitda (earnings before interest, taxes, depreciation, and amortization) margin for Nifty companies (excluding OMC and Financials) is expected to broaden 110 basis points year-on-year to 20.8% in the quarter.

However, the growth momentum faces potential domestic threats like El Nino, which could negatively impact food inflation and rural demand. The recent rise in vegetable prices also warrants monitoring.

“Monsoon distribution remains uneven which has resulted in a surge in vegetable prices in July. If current trend holds then July CPI inflation could rise to ~6% versus 4.6% expected in June. For the full year FY24 inflation is expected at 5.2% (revised-up from 5.0%),"" added the IDFC report."
184,mint,India rises up the ranks in global m-cap race,https://www.livemint.com/market/stock-market-news/india-rises-up-the-ranks-in-global-m-cap-race-11689095383338.html,12 Jul 2023,,"India’s stock market has outperformed most large markets over the last three years. This has raised its share in global market capitalization, breaking into the top five in March 2022 by overtaking the UK. However, the ranking dropped after allegations of corporate malfeasance at the Adani Group in January 2023. Since then, both the Adani Group to some extent, and the Indian stock market significantly, have recovered. Foreign portfolio investors have been net buyers in Indian equities since March, pumping in $6.7 billion last month. India has now regained its top five spot (last week, the BSE’s m-cap hit the ₹300 trillion mark).

While a share in global market cap will reflect the vagaries of the stock market and its relative performance to other markets, the long-term trend is unmistakable. India’s share rose from 1.6% in 2006 (and the historical average of 2.6%) to 3.3% this June. Its increase was driven by a rise in stock prices—the Sensex jumped from 10,000 in July 2006 to over 65,000 now—and also by new listings.

In the long term, India’s share in global market cap is likely to increase further, but remain smaller than the US and China, reflecting the relative size of these economies. The nature of the market is expected to change too. In the US, the top five companies by market capitalization are tech companies. A 2021 Goldman Sachs report pointed out that “India is among the ‘oldest’ in the region, with the average listing age exceeding 20 years versus 9 years for China"". The questions around overvaluations are expected to continue.

Overvaluation drag

India's market capitalization might already be overvalued by the Buffett Indicator, or market capitalization-to-GDP ratio. Named after fabled investor Warren Buffett, it is used to assess how expensive or cheap the aggregate stock market is at a given point in time. According to an analysis by Motilal Oswal Financial Services in April 2023, at 95% at the end of 2022-23, the indicator was higher than its historical average of 81%. However, since it depends on the market prices of stocks, it can be volatile. In recent times, the ratio moved between 56% (at the end of 2019-20) and 112% (at the end of 2021-22).

The key idea behind the Buffett Indicator is that market capitalization is ultimately tied to a country's economic performance. The optimism about the Indian economy is tempered by macroeconomic concerns, including high inflation globally, the ongoing Russia-Ukraine war and the Chinese slowdown. While India gained tactical advantages, its long-term growth would depend on its ability to attract long-term investments.

IPO boom

Besides an organic increase in share prices, a growth in market cap will also come from new companies listing on public markets, as tech companies like Zomato and Paytm did in 2021. In the last 10 years, there have been an average of 99 initial public offers, with companies raising an average of about $5.27 billion each year, according to Prime Database. Since market capitalization only includes listed companies, the greater the number of IPOs, the higher the capitalization.

One of the key drivers of IPOs will be the private equity (PE) market, including venture capital (VC) investments, which are primarily aimed at exits through strategic sales or public listing. According to Bain & Co's India Private Equity Report 2023, 38% of PE/VC exits by value happened through public market sales in 2022. The numbers were 32% and 48%, in 2021 and 2020, respectively. PE/VC investments are expected to increase the representation of new economy companies.

Market marathon

In the longer run, India is expected to increase its global market cap share to 8% in 2050, and 12% in 2075, according to Goldman Sachs. This will be a part of a broader shift in share to emerging markets, whose share is projected to grow from around 27% currently to 35% in 2030, 47% in 2050 and 55% in 2075. In India's case, an extra push will come from its favourable demographic outlook and rapid growth in GDP per capita.

By 2050, India is expected to be the third largest economy, behind China and the US, from fifth at present, according to Goldman Sachs forecasts. Within emerging markets, China’s relative share is expected to decline to about 30% in 2050 from 40% now, while India’s is projected to rise from 12% to 17%. While market capitalization tends to be volatile, the long-term direction seems to be upwards.

www.howindialives.com is a database and search engine for public data"
185,mint,Create more competitive jobs to drive the Indian economy ahead,https://www.livemint.com/opinion/online-views/create-more-competitive-jobs-to-drive-the-indian-economy-ahead-11689088996985.html,11 Jul 2023,,"Manufacturing has been the backbone of many economies. India has for a long time pondered ways to ramp up manufacturing in the country. In recent years, there have been sincere and potent attempts at doing this. The government’s ‘Make in India’ initiative, production-linked incentive schemes for 14 key sectors with an outlay of ₹1.97 trillion, Industrial Corridor Development Programme and National Logistics Policy, among others, have been successful in achieving their respective goals. The fact that rapid growth in services preceded quick expansion of India’s manufacturing sector, unlike what tends to be the case in most other countries, is an oft-repeated observation.

Given this scenario, India’s vigorous manufacturing push is timely and well needed. The traditional view has held the manufacturing sector as holding immense job creation potential to absorb surplus labour that is otherwise employed in agriculture. Its potential has also stemmed from its ability to absorb low-skilled labour for labour-intensive work. Hence India has placed emphasis on manufacturing industries to create a growing pool of jobs. The country has undertaken significant work on this. We must complement these efforts, however, with a focus on the creation of competitive jobs.

Competitive jobs are best defined as those that provide pathways to higher productivity and enable individuals to earn their own livelihoods and become self-reliant. Competitive jobs don’t just assure employees wages in the marketplace, they also provide opportunities for people to develop capabilities that can enhance productivity over time. These jobs are extremely important because a focus on developing the capabilities of workers and improving their productivity is key to unlocking long-term economic growth. To quote economist Paul Krugman in this context, “The capacity of a country to improve its standard of living through time depends almost entirely on its capacity to increase output per worker."" By not allowing stagnation in an individual’s capacity and by offering instead an environment conducive to raising the economic value added by each worker, competitive jobs can prove transformative when generated at scale across an economy.

A large chunk of employment in India comes from informal spaces of work. Informality and irregularity in employment restricts the scope to enhance human capital and improve performance over time. It has a stifling effect on worker capacity, with limited incentives to invest in assets that would drive productivity. The International Labour Organization’s World Employment and Social Outlook 2023 report considers productivity as “key to addressing today’s multiple crises"".

India has unmatched potential to be a driver of high productivity on a global scale. In 2020, India was home to 900 million people in the working-age bracket, and the country will add more than 100 million by 2030. Our working-age population is growing by roughly 10 million annually, and is expected to exceed China’s working-age population in total numbers. This explains why a discussion on our demographic dividend and need to make the most of it, as efficiently as possible, has been gaining ground. On the other hand, a digital revolution has been transforming lives and livelihoods across the country. Both these trends together can be foundational for a more productive India.

Conditions are ripe. India’s total telephone subscriber base stood at 1,178 million in 2022, with 44.3% of these subscribers located in rural India. In January 2023, around 8 billion transactions worth nearly $200 billion were carried out on the Unified Payments Interface (UPI).

Digitization and a burgeoning youth population can together be utilized to create more competitive jobs. As the changing nature of jobs reshapes the terrain of work, India can focus on two aspects. One is to invest in human capital that is yet to enter the labour market, and the other is to make productivity enhancement a continuous process for those active in the labour market.

An able workforce is just one side of the coin. Our competitive job-creation imperative also depends on gross domestic product growth acceleration. According to McKinsey’s analysis in 2020, to cater to growing employment needs, net employment would need to grow by 1.5% per year from 2023 to 2030 while maintaining productivity growth at 6.5-7.0% per year.

There are significant efforts underway to map our journey towards India’s centennial year. Amrit Kaal will be a reality not just on the back of any one defined pathway, but multiple pathways that complement each other and amplify the overall positive impact. So, even as we aim to boost manufacturing, our focus should be on the creation of competitive jobs.

In the long run, it will hold India in good stead to abandon the perception of a dichotomy between service and manufacturing sector jobs—to be replaced by the encouragement of competitive jobs across all sectors that make up our economy."
186,mint,India Pips China As The ‘Most Attractive Emerging Market…’ | Report,https://www.livemint.com/videos/india-pips-china-as-the-most-attractive-emerging-market-report-11689080477251.html,11 Jul 2023,,"India Pips China As The ‘Most Attractive Emerging Market…’ | Report

Updated: 11 Jul 2023, 06:33 PM IST

According to Invesco's 'Global Sovereign Asset Man... moreAccording to Invesco's 'Global Sovereign Asset Management Study', India has overtaken China as the most attractive emerging market for investments. The report included views of 85 sovereign wealth funds and 57 central banks representing USD 21 trillion in assets. On the scale of attractive EM markets for increasing exposure, India and South Korea continue to be the most attractive destinations as per Invesco."
187,mint,Five fundamental stocks you can bet on to give a boost to your portfolio,https://www.livemint.com/market/stock-market-news/five-fundamental-stocks-you-can-bet-on-to-give-a-boost-to-your-portfolio-11689064083025.html,11 Jul 2023,,"Domestic equity benchmarks the Sensex and the Nifty are up about 7 per cent each in the year so far, boosted by strong foreign capital inflow due to the robust outlook of the Indian economy.

Sensex and Nifty are trading near their all-time high levels and experts believe despite some correction in the near term, the market will give healthy returns in the medium to long term.

Brokerage firm Prabhudas Lilladher has a 12-month base case target of 21,430 for Nifty50. In a bull case scenario, the brokerage firm expects the Nifty to reach the level of 24,353 and in a bear case, the Nifty's target is 18,264 in the next 12 months.

""India continues to be the epitome of global growth with over 6.5 per cent expected GDP growth for FY24 (highest globally) even as growth is slowing down in US and Europe is embracing recession. India has witnessed a revival in FII inflows (strong global markets) and we expect the same to sustain a post-$23 billion outflow in the last two years and a decline in FII ownership by 300 bps to 20.3 per cent,"" said Prabhudas Lilladher.

""Rural India is showing green shoots post and soft inflation and favourable monsoons can accelerate demand further in a pre-election year. We remain positive on auto, banks, capital goods, hospitals, discretionary consumption and building materials. El Nino and the 2024 elections remain a key risk. A stable government after elections and the continuation of economic policies can take the markets to the next level,"" the brokerage firm said.

Experts suggest buying quality stocks at this juncture to reap the benefits of the Indian market's bright prospects. We picked five stocks suggested by brokerage firms Motilal Oswal and HDFC Securities that you can buy for the next three-four quarters. Take a look:

Brokerage firm: Motilal Oswal Financial Services

Tata Motors | Target price: ₹ 700

The brokerage firm believes Tata Motors should witness a healthy recovery as supply-side issues ease (for JLR) and commodity headwinds stabilise (for the India business).

""It will benefit from (a) CV upcycle and stable growth in PVs, (b) company-specific volume/margin drivers, and (c) a sharp improvement in FCF and leverage in both JLR as well as the India business,"" Motilal Oswal said.

As per the brokerage firm, the stock trades at 19.3 times/16.2 times FY24E/FY25E consolidated P/E (price-to-earnings ratio) and 5 times/4.2 times EV/EBITDA.

Varun Beverages | Target price: ₹ 700

Motilal believes Varun Beverages' focus on adjacent categories such as dairy-based beverages, sports drinks, energy drinks and juices will sustain the strong growth momentum.

""We expect Varun Beverages to maintain its earnings momentum, underpinned by: (1) higher demand for its products, on the back of a prolonged summer season, soaring temperatures and heat waves, (2) higher acceptance of newly launched products, including the dairy-based beverages, (3) increased penetration in newly acquired territories of South and West India, and (4) growing refrigeration in rural and semi-rural areas,"" said Motilal Oswal.

The brokerage firm expects a revenue, EBITDA and PAT CAGR of 17 per cent, 19 per cent and 26 per cent, respectively, over 2022-25.

Brokerage firm: HDFC Securities

Welspun Enterprises | Base case target price: ₹ 247.4 | Bull case target price: ₹ 273.65

HDFC Securities said Welspun Enterprises is one of the key beneficiaries of increasing government focus on the greenfield expressway projects that the National Highways Authority of India (NHAI) is focusing on.

Its focus on margins and cash flow generation augurs well from a long-term perspective.

Over the years, the company has transformed itself into one of the leading EPC contractors and has grown its order book and revenue at a healthy rate with good margins.

Welspun Enterprises has also calibrated diversification to continue the growth momentum, without assuming the concentration risk, leading to superior scalability and recognition. Robust execution capabilities coupled with a strong repository of asset base enabling efficient execution would reflect strong revenue growth.

""Welspun Enterprises has strong financials and a healthy balance sheet as compared to its peer companies which give the company a competitive advantage in bidding for new bulky projects. Its continued focus on adding and diversifying project portfolio at healthy margins reinforces our positive view on the company,"" HDFC Securities said.

""We expect revenue, EBITDA, and PAT to grow at a CAGR of 16 per cent, 28 per cent, and 20 per cent, respectively, over FY23–25E. We think the base case fair value of the stock is ₹247.4 and the bull case fair value is ₹273.65 over the next three-four quarters. Investors can buy the stock in the band of ₹222-228 and add more on dips to ₹195-201 band,"" said HDFC Securities.

Housing and Urban Development Corporation (HUDCO) | Base case target price: ₹ 65 | Bull case target price: ₹ 71

HDFC Securities pointed out HUDCO has off late ventured into corporate lending activities for urban infrastructure including power, lending to Gridcos in states.

""We expect the loan book of the company to grow at a conservative CAGR of nearly 8 per cent over FY23-FY25E. PAT is expected to grow at 11.4 per cent CAGR on account of, stable spreads and contained credit costs. Most of the concerns seem to be reflected in the price and the stock is available at an inexpensive valuation and offers an attractive dividend yield (FY23 dividend ₹3.85),"" HDFC Securities said.

""We believe investors can buy the stock in the band of ₹58-59 and add on dips in ₹52-53 band (0.63 times FY25E ABV) for base case fair value of ₹65 (0.78 times FY25E ABV) and bull case fair value of ₹71 (0.85 times FY25E ABV) in the next 2-3 quarters,"" said the brokerage firm.

NLC India | Base case target price: ₹ 118 | Bull case target price: ₹ 130

NLC reported encouraging H2FY23 (second half of FY23) numbers. Given the expansion of the company in coal-based thermal plants, coal mining and significant renewable capacity addition, NLC is expected to continue to do well.

Increasing electricity demand and power reforms undertaken by the government provide a stable business environment. The company is expected to exhibit considerable revenue and PAT growth from its existing level.

""We expect revenue, EBITDA and PAT to increase at a CAGR of 13 per cent, 14 per cent and 26 per cent, respectively, over FY23-25E. We think the base case fair value of the stock is ₹118 (7.3 times FY25E EPS and 0.9 times FY25E BV) and the bull case fair value is ₹130 (8 times FY25E EPS and one time FY25E BV) over the next three-four quarters. Investors can buy the stock in the band of ₹106 – 109 (6.6 times FY25E EPS and 0.8x FY25E BV) and add more on dips in the band of ₹97 - 99 (6 times FY25E EPS and 0.75 times FY25E BV),"" said HDFC Securities.

Read all market-related news here

Disclaimer: The views and recommendations given in this article are those of the brokerage firms. These do not represent the views of Mint. We advise investors to check with certified experts before taking any investment decisions.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
188,mint,"Fed likely to lift rates on July 26; how can it impact the market, rupee?",https://www.livemint.com/market/stock-market-news/fed-likely-to-lift-rates-on-july-26-how-can-it-impact-the-market-rupee-11688993335396.html,10 Jul 2023,,"The US Fed, like many of its global counterparts, has been working hard to bring inflation sustainably down since last year. But it doesn't seem like the Fed's fight against inflation will stop anytime soon. The US Federal Reserve, most probably, will increase interest rates by 25 basis points on July 26, and they may do another increase before the end of this year.

During their policy meeting in June, the US Fed decided to keep the benchmark federal funds rate steady within a range of 5 per cent to 5.25 per cent. If the Fed decides to raise the rate again at their meeting on July 25-26, it would, as per reports, reach the highest level seen in 22 years.

In June, the Federal Reserve decided to take a break from raising interest rates to assess the effects of the previous 10 consecutive rate hikes. However, analysts have observed that the Fed can't afford to keep pausing for too long because, even though inflation and the job market in the US are cooling, they are not cold enough for the Fed to relax its fight against inflation.

How can Fed rate hike impact the Indian market, the Indian rupee?

Rate hikes are bad news for the stock market. But as the market is already expecting it, it may not give a strong jolt to sentiment.

""Another 50-basis point rate hike by the Federal Reserve seems to be already factored in by the financial markets. Consequently, the likely 25 bps rate hikes in each of the next two policy meetings are unlikely to result in a significant change in either the Indian equity market or the external value of the rupee. In contrast, if the extent of rate change by the Federal Reserve is either higher or lower than the current expectations, that can move the market considerably,"" said Sujan Hajra, Chief Economist and Executive Director, Anand Rathi Shares & Stock Brokers.

A more hawkish Fed, however, can deal a blow to the market.

Shey Jain, CEO and Founder of SAS Online believes the market's reaction to rate hikes can vary as it depends on factors such as the timing and magnitude of the hikes, as well as market expectations leading up to the decision.

""The impact on the Indian market and the rupee can be significant. Firstly, a rate hike by the US Fed can result in capital outflows from emerging markets like India, as investors may seek higher returns in the US. This outflow of capital can exert downward pressure on the Indian stock market. Secondly, a rate hike can lead to an appreciation of the US dollar against major currencies, including the Indian rupee. A stronger dollar can make imports costlier for India and impact the country's current account deficit. Moreover, if the rupee depreciates against the dollar, it can increase the cost of servicing India's external debt, which is mostly denominated in US dollars,"" said Jain.

Jateen Trivedi, VP of Research at LKP Securities believes the further rate hikes by the US Federal Reserve will create volatility and uncertainty in global financial markets. This can impact investor sentiment, potentially leading to increased market volatility in India as well.

Trivedi said the rupee will see a weak trend on any price rise and will keep taking resistance until there is a final figure on rate pause and the Fed hints of a rate cut.

The market and the Indian currency may see some volatility after the Fed increases rates but it is unlikely that there will be a deep selloff in Indian stocks and currency as the domestic market's outlook remains robust for the medium to long term.

Deepak Jasani, Head of Retail Research at HDFC Securities pointed out that the Indian equity markets so far have not seen any adverse effect of the rate hikes in the US even as the RBI may continue its pause mode. However, it is not known at what point will rate hikes impact the global risk appetite.

Jasani is of the view that if a rate hike impacts global sentiment, it could have a negative effect on Indian equity markets too.

As far as the Indian rupee is concerned, Jasani said the widening rate differential between India and US could bring some more pressure on the rupee. However, so far, the constant FPI flows have mitigated this to an extent. The rupee could reverse its trajectory if the US dollar index starts to weaken due to worries about its economy, said Jasani.

Read all market-related news here

Disclaimer: The views and recommendations given in this article are those of individual analysts and brokerage firms. These do not represent the views of Mint. We advise investors to check with certified experts before taking any investment decisions.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
